file	line	concern	signals	source	semantic-review
src/app/services/export/dxf/dxf-export.service.ts	412	analysis-result	compound-material,shape-frame	link instanceof RealLink ? link.massMoI.toFixed(6) : '',	pending
src/app/services/export/dxf/dxf-export.service.ts	413	analysis-result	compound-material	link instanceof SliderBlock ? 'prismatic' : 'rigid',	pending
src/app/services/export/dxf/dxf-export.service.ts	461	analysis-result	point-topology	joints: this.mechanism.joints.map((joint) => ({	pending
src/app/services/export/dxf/dxf-export.service.ts	464	analysis-result	point-topology	type: joint instanceof PrisJoint ? 'prismatic' : 'revolute',	pending
src/app/services/export/dxf/dxf-export.service.ts	467	analysis-result	point-topology	grounded: joint instanceof RealJoint && joint.ground,	pending
src/app/services/export/dxf/dxf-export.service.ts	468	analysis-result	point-topology	input: joint instanceof RealJoint && joint.input,	pending
src/app/services/export/dxf/dxf-export.service.ts	474	analysis-result	point-topology	joints: link.joints.map((joint) => joint.id),	pending
src/app/services/export/dxf/dxf-export.service.ts	477	analysis-result	compound-material,shape-frame	inertia: link instanceof RealLink ? link.massMoI : null,	pending
src/app/services/export/dxf/dxf-export.service.ts	478	analysis-result	compound-material	type: link instanceof SliderBlock ? 'prismatic' : 'rigid',	pending
src/app/services/export/dxf/dxf-export.service.ts	742	analysis-result	point-topology	const links = joint instanceof RealJoint ? joint.links : [];	pending
src/app/services/export/dxf/dxf-export.service.ts	750	analysis-result	point-topology	const [a, b] = link.joints;	pending
src/app/services/export/dxf/link-bodies.ts	105	analysis-result	shape-frame	const loops = link.outlineLoops();	pending
src/app/services/export/dxf/link-bodies.ts	124	analysis-result	point-topology	link.joints	pending
src/app/services/export/dxf/link-bodies.ts	125	analysis-result	point-topology	.filter((joint) => !(joint instanceof PrisJoint))	pending
src/app/services/export/dxf/link-bodies.ts	403	analysis-result	compound-material	if (link instanceof SliderBlock) return;	pending
src/app/services/export/dxf/link-bodies.ts	404	analysis-result	compound-material	if (!(link instanceof RealLink)) return;	pending
src/app/services/export/dxf/semantic-dxf.ts	81	analysis-result	point-topology	{ name: DXF_LAYER.joints, color: 2 },	pending
src/app/services/export/dxf/semantic-dxf.ts	114	analysis-result	point-topology	const cylinders = sealedCylinderStructures(input.joints);	pending
src/app/services/export/dxf/semantic-dxf.ts	129	analysis-result	point-topology	input.joints	pending
src/app/services/export/dxf/semantic-dxf.ts	130	analysis-result	point-topology	.filter((joint): joint is RealJoint => joint instanceof RealJoint && joint.isWelded)	pending
src/app/services/export/dxf/semantic-dxf.ts	154	analysis-result	compound-material	if (!(link instanceof RealLink) || collapsed.has(link.id)) return;	pending
src/app/services/export/dxf/semantic-dxf.ts	231	analysis-result	point-topology	input.joints	pending
src/app/services/export/dxf/semantic-dxf.ts	236	analysis-result	point-topology	if (joint instanceof PrisJoint) {	pending
src/app/services/export/dxf/semantic-dxf.ts	266	analysis-result	point-topology	const pairedPin = blockPins.has(joint.id) && !(joint instanceof PrisJoint);	pending
src/app/services/export/dxf/semantic-dxf.ts	267	analysis-result	point-topology	if (!pairedPin && (!(joint instanceof RealJoint) || !joint.isWelded)) {	pending
src/app/services/export/dxf/semantic-dxf.ts	286	analysis-result	point-topology	layer: DXF_LAYER.joints,	pending
src/app/services/export/dxf/semantic-dxf.ts	291	analysis-result	point-topology	if (choices.includeGroundPoints && joint instanceof RealJoint && joint.ground) {	pending
src/app/services/export/dxf/semantic-dxf.ts	314	analysis-result	point-topology	if (joint instanceof RealJoint && joint.isWelded && !cylinderInterior.has(joint.id)) {	pending
src/app/services/export/dxf/semantic-dxf.ts	315	analysis-result	point-topology	entities.push(...weldMark(point(joint), 0.1 * symbolScale, DXF_LAYER.joints));	pending
src/app/services/export/dxf/semantic-dxf.ts	317	analysis-result	point-topology	if (input.includeKinematicAnnotations !== false && joint instanceof RealJoint) {	pending
src/app/services/export/dxf/semantic-dxf.ts	326	analysis-result	point-topology	{ ...at, slotAngle: joint instanceof PrisJoint ? joint.slotAngle : undefined },	pending
src/app/services/export/dxf/semantic-dxf.ts	334	analysis-result	point-topology	if (input.includeLabels && !(joint instanceof PrisJoint)) {	pending
src/app/services/export/dxf/semantic-dxf.ts	361	analysis-result	point-topology	entities.push(...slotTravelPoints(input.joints, point, symbolScale));	pending
src/app/services/export/dxf/semantic-dxf.ts	372	analysis-result	point-topology	: [input.joints.map((joint) => joint.id)];	pending
src/app/services/export/dxf/semantic-dxf.ts	376	analysis-result	point-topology	input.joints.filter((joint) => mine.has(joint.id)),	pending
src/app/services/export/dxf/semantic-dxf.ts	449	analysis-result	compound-material	link instanceof RealLink &&	pending
src/app/services/export/dxf/semantic-dxf.ts	450	analysis-result	point-topology	link.joints.some((one) => one.id === joint.slotJointA!.id) &&	pending
src/app/services/export/dxf/semantic-dxf.ts	451	analysis-result	point-topology	link.joints.some((one) => one.id === joint.slotJointB!.id)	pending
src/app/services/export/dxf/semantic-dxf.ts	486	analysis-result	point-topology	const xs = input.joints.map((joint) => joint.x);	pending
src/app/services/export/dxf/semantic-dxf.ts	487	analysis-result	point-topology	const ys = input.joints.map((joint) => joint.y);	pending
src/app/services/export/dxf/semantic-dxf.ts	495	analysis-result	point-topology	const chosen = input.joints.find((joint) => joint.id === choices.originJointId);	pending
src/app/services/export/dxf/semantic-dxf.ts	499	analysis-result	point-topology	const grounded = input.joints.find((joint) => joint instanceof RealJoint && joint.ground);	pending
src/app/services/export/dxf/semantic-dxf.ts	514	analysis-result	point-topology	const fixed = mine.filter((joint) => joint instanceof RealJoint && joint.ground);	pending
src/app/services/export/dxf/semantic-dxf.ts	520	analysis-result	point-topology	.filter((joint): joint is PrisJoint => joint instanceof PrisJoint && !joint.isFloating)	pending
src/app/services/export/dxf/semantic-dxf.ts	567	analysis-result	point-topology	.filter((joint): joint is PrisJoint => joint instanceof PrisJoint)	pending
src/app/services/export/dxf/semantic-dxf.ts	789	analysis-result	compound-material	.filter((link): link is RealLink => link instanceof RealLink && !excluded.has(link.id))	pending
src/app/services/export/dxf/semantic-dxf.ts	790	analysis-result	point-topology	.filter((link) => link.joints.length >= 2)	pending
src/app/services/export/dxf/semantic-dxf.ts	798	analysis-result	point-topology	const ring = outlineOrder(link.joints);	pending
src/app/services/export/dxf/semantic-dxf.ts	818	analysis-result	point-topology	if (joints.length < 3) return [...joints];	pending
src/app/services/export/dxf/semantic-dxf.ts	823	analysis-result	point-topology	return [...joints].sort(	pending
src/app/services/export/dxf/semantic-dxf.ts	835	analysis-result	compound-material	return link instanceof SliderBlock	pending
src/app/services/export/dxf/semantic-dxf.ts	837	analysis-result	compound-material	: link instanceof RealLink && link.subset.length > 0	pending
src/app/services/export/dxf/semantic-dxf.ts	838	analysis-result	compound-material	? link.subset.flatMap(leavesOf)	pending
src/app/services/export/dxf/semantic-dxf.ts	869	analysis-result	compound-material	.filter((link): link is SliderBlock => link instanceof SliderBlock)	pending
src/app/services/export/dxf/semantic-dxf.ts	871	analysis-result	point-topology	block.joints.filter((joint) => !(joint instanceof PrisJoint)).map((joint) => joint.id)	pending
src/app/services/export/export-catalog.service.ts	38	analysis-result	point-topology	.filter((joint): joint is RealJoint => joint instanceof RealJoint)	pending
src/app/services/export/export-catalog.service.ts	44	analysis-result	point-topology	.filter((joint) => !(joint instanceof PrisJoint))	pending
src/app/services/export/export-catalog.service.ts	53	analysis-result	compound-material	.filter((link): link is RealLink => link instanceof RealLink)	pending
src/app/services/export/export-catalog.service.ts	59	analysis-result	point-topology	const parts = valid ? [...joints, ...links] : [...joints, ...links].map(this.unsolved);	pending
src/app/services/export/export-catalog.service.ts	168	analysis-result	compound-material	else if (link instanceof SliderBlock) notes.push('slider block');	pending
src/app/services/export/export-catalog.service.ts	169	analysis-result	point-topology	const input = link.joints.find((joint) => (joint as RealJoint).input);	pending
src/app/services/export/export-catalog.service.ts	170	analysis-result	point-topology	if (input) notes.push(input instanceof PrisJoint ? 'driven' : 'input crank');	pending
src/app/services/export/export-catalog.service.ts	171	analysis-result	compound-material	if (link instanceof RealLink && link.subset.length > 0) notes.push('compound');	pending
src/app/services/export/export-catalog.service.ts	242	analysis-result	point-topology	(joint): joint is RealJoint => joint instanceof RealJoint && joint.input	pending
src/app/services/export/export-columns.service.ts	46	analysis-result	compound-material	const links = parts.filter((part) => part.kind === 'link' && part.part instanceof RealLink);	pending
src/app/services/export/export-columns.service.ts	216	analysis-result	point-topology	const torque = !(driven instanceof PrisJoint);	pending
src/app/services/export/export-columns.service.ts	339	analysis-result	point-topology	const joint = this.mechanism.joints.find((candidate) => candidate.id === jointId) as	pending
src/app/services/export/export-flow.service.ts	95	analysis-result	point-topology	this.mechanism.joints.length,	pending
src/app/services/export/export-writer.service.ts	265	analysis-result	point-topology	mechanismSvg(solved.joints[0] ?? [], solved.links[0] ?? [], 330, 230);	pending
src/app/services/export/export-writer.service.ts	295	analysis-result	point-topology	const driven = this.mechanism.partitions[index]?.joints.find(	pending
src/app/services/export/export-writer.service.ts	296	analysis-result	point-topology	(joint) => joint instanceof RealJoint && joint.input	pending
src/app/services/export/mechanism-svg.ts	20	analysis-result	point-topology	const drawn = joints.filter((joint) => !(joint instanceof PrisJoint));	pending
src/app/services/export/mechanism-svg.ts	41	analysis-result	compound-material	.filter((link): link is RealLink => link instanceof RealLink)	pending
src/app/services/export/mechanism-svg.ts	43	analysis-result	point-topology	const points = link.joints	pending
src/app/services/export/mechanism-svg.ts	44	analysis-result	point-topology	.filter((joint) => !(joint instanceof PrisJoint))	pending
src/app/services/export/mechanism-svg.ts	48	analysis-result	point-topology	const shape = link.joints.length > 2 ? 'polygon' : 'polyline';	pending
src/app/services/grid-utils.service.ts	117	topology-or-consumer	point-topology	if (!(joint instanceof PrisJoint || joint instanceof RevJoint)) {	pending
src/app/services/grid-utils.service.ts	132	topology-or-consumer	point-topology	if (!(joint instanceof RevJoint)) {	pending
src/app/services/grid-utils.service.ts	136	topology-or-consumer	point-topology	joint.connectedJoints.forEach((j) => {	pending
src/app/services/grid-utils.service.ts	152	topology-or-consumer	point-topology	if (!(joint instanceof RevJoint)) {	pending
src/app/services/grid-utils.service.ts	159	topology-or-consumer	point-topology	if (!(joint instanceof RevJoint) && !(joint instanceof PrisJoint)) {	pending
src/app/services/grid-utils.service.ts	166	topology-or-consumer	point-topology	if (!(joint instanceof RevJoint || joint instanceof PrisJoint)) {	pending
src/app/services/grid-utils.service.ts	215	topology-or-consumer	point-topology	if (!(joint instanceof RealJoint)) {	pending
src/app/services/grid-utils.service.ts	254	topology-or-consumer	point-topology	const welded = joint instanceof RealJoint && joint.isWelded;	pending
src/app/services/grid-utils.service.ts	325	topology-or-consumer	point-topology	const asked = goals.map((goal) => this.mechanismSrv.joints.find((j) => j.id === goal.id));	pending
src/app/services/grid-utils.service.ts	329	topology-or-consumer	point-topology	).joints;	pending
src/app/services/grid-utils.service.ts	335	topology-or-consumer	point-topology	const joints = holdJoints(this.mechanismSrv.joints, (joint) =>	pending
src/app/services/grid-utils.service.ts	344	topology-or-consumer	point-topology	const joint = this.mechanismSrv.joints.find((j) => j.id === id);	pending
src/app/services/grid-utils.service.ts	345	topology-or-consumer	point-topology	if (joint instanceof RealJoint) this.dragJoint(joint, new Coord(at.x, at.y), false, true);	pending
src/app/services/grid-utils.service.ts	349	topology-or-consumer	point-topology	.map((id) => this.mechanismSrv.joints.find((j) => j.id === id))	pending
src/app/services/grid-utils.service.ts	350	topology-or-consumer	point-topology	.filter((joint): joint is RealJoint => joint instanceof RealJoint);	pending
src/app/services/grid-utils.service.ts	388	topology-or-consumer	point-topology	const [a, b] = link.joints;	pending
src/app/services/grid-utils.service.ts	389	topology-or-consumer	point-topology	if (!(a instanceof RealJoint) || !(b instanceof RealJoint) || link.joints.length !== 2) {	pending
src/app/services/grid-utils.service.ts	418	topology-or-consumer	point-topology	const joints = holdJoints(this.mechanismSrv.joints, (joint) =>	pending
src/app/services/grid-utils.service.ts	438	topology-or-consumer	point-topology	const joint = this.mechanismSrv.joints.find((j) => j.id === id);	pending
src/app/services/grid-utils.service.ts	439	topology-or-consumer	point-topology	if (joint instanceof RealJoint) this.dragJoint(joint, new Coord(at.x, at.y), false, true);	pending
src/app/services/grid-utils.service.ts	462	topology-or-consumer	point-topology	const [a, b] = link.joints as RealJoint[];	pending
src/app/services/grid-utils.service.ts	469	topology-or-consumer	shape-frame	angle: kind === 'angle' ? value : link.angleRad,	pending
src/app/services/grid-utils.service.ts	489	topology-or-consumer	point-topology	this.mechanismSrv.joints,	pending
src/app/services/grid-utils.service.ts	504	topology-or-consumer	point-topology	const joint = this.mechanismSrv.joints.find((one) => one.id === id);	pending
src/app/services/grid-utils.service.ts	505	topology-or-consumer	point-topology	if (joint instanceof RealJoint) this.dragJoint(joint, new Coord(at.x, at.y), false, true);	pending
src/app/services/grid-utils.service.ts	523	topology-or-consumer	point-topology	const joints = holdJoints(this.mechanismSrv.joints, (j) =>	pending
src/app/services/grid-utils.service.ts	553	topology-or-consumer	point-topology	joint instanceof PrisJoint ||	pending
src/app/services/grid-utils.service.ts	571	topology-or-consumer	point-topology	this.mechanismSrv.joints,	pending
src/app/services/grid-utils.service.ts	670	topology-or-consumer	compound-material	if (l instanceof SliderBlock) {	pending
src/app/services/grid-utils.service.ts	675	topology-or-consumer	point-topology	const jointIndex = l.joints.findIndex((jt) => jt.id !== selectedJoint.id);	pending
src/app/services/grid-utils.service.ts	677	topology-or-consumer	point-topology	l.joints[jointIndex].x = roundNumber(trueCoord.x, 6);	pending
src/app/services/grid-utils.service.ts	678	topology-or-consumer	point-topology	l.joints[jointIndex].y = roundNumber(trueCoord.y, 6);	pending
src/app/services/grid-utils.service.ts	681	topology-or-consumer	compound-material	if (!(l instanceof RealLink)) {	pending
src/app/services/grid-utils.service.ts	685	topology-or-consumer	point-topology	const jointIndex = l.joints.findIndex((jt) => jt.id === selectedJoint.id);	pending
src/app/services/grid-utils.service.ts	686	topology-or-consumer	point-topology	l.joints[jointIndex].x = roundNumber(trueCoord.x, 6);	pending
src/app/services/grid-utils.service.ts	687	topology-or-consumer	point-topology	l.joints[jointIndex].y = roundNumber(trueCoord.y, 6);	pending
src/app/services/grid-utils.service.ts	693	topology-or-consumer	point-topology	l.CoM = RealLink.determineCenterOfMass(l.joints);	pending
src/app/services/grid-utils.service.ts	698	topology-or-consumer	compound-material	if (l.subset.length > 0) {	pending
src/app/services/grid-utils.service.ts	699	topology-or-consumer	compound-material	l.subset.forEach((slink) => {	pending
src/app/services/grid-utils.service.ts	704	topology-or-consumer	point-topology	subLink.CoM = RealLink.determineCenterOfMass(subLink.joints);	pending
src/app/services/grid-utils.service.ts	712	topology-or-consumer	point-topology	PositionSolver.setUpInitialJointLocations(l.joints);	pending
src/app/services/grid-utils.service.ts	722	topology-or-consumer	point-topology	let jointA = [l.joints[0].x, l.joints[0].y];	pending
src/app/services/grid-utils.service.ts	723	topology-or-consumer	point-topology	let jointB = [l.joints[1].x, l.joints[1].y];	pending
src/app/services/grid-utils.service.ts	732	topology-or-consumer	point-topology	if (l.joints.length == 2) {	pending
src/app/services/grid-utils.service.ts	759	topology-or-consumer	point-topology	let newX = f.startCoord.x + offsetX / f.link.joints.length;	pending
src/app/services/grid-utils.service.ts	760	topology-or-consumer	point-topology	let newY = f.startCoord.y + offsetY / f.link.joints.length;	pending
src/app/services/grid-utils.service.ts	826	topology-or-consumer	compound-material	.filter((link): link is RealLink => link !== selectedLink && link instanceof RealLink)	pending
src/app/services/grid-utils.service.ts	829	topology-or-consumer	point-topology	from: link.joints.slice(0, 2).map((joint) => ({ x: joint.x, y: joint.y })),	pending
src/app/services/grid-utils.service.ts	836	topology-or-consumer	point-topology	const carriedCylinders = sealedCylinderStructures(this.mechanismSrv.joints).map((sealed) => ({	pending
src/app/services/grid-utils.service.ts	851	topology-or-consumer	point-topology	selectedLink.joints.forEach((joint) => {	pending
src/app/services/grid-utils.service.ts	853	topology-or-consumer	point-topology	if (!(joint instanceof RealJoint)) return;	pending
src/app/services/grid-utils.service.ts	855	topology-or-consumer	point-topology,compound-material	if (link instanceof SliderBlock) link.joints.forEach((member) => carried.push(member));	pending
src/app/services/grid-utils.service.ts	866	topology-or-consumer	point-topology	if (joint instanceof RealJoint) {	pending
src/app/services/grid-utils.service.ts	884	topology-or-consumer	point-topology	selectedLink.joints.forEach((joint) => {	pending
src/app/services/grid-utils.service.ts	886	topology-or-consumer	point-topology	if (!(joint instanceof RealJoint)) return;	pending
src/app/services/grid-utils.service.ts	890	topology-or-consumer	point-topology,compound-material	if (link instanceof SliderBlock) link.joints.forEach(noteMove);	pending
src/app/services/grid-utils.service.ts	898	topology-or-consumer	compound-material	if (selectedLink instanceof RealLink) ownBodies.push(...selectedLink.subset);	pending
src/app/services/grid-utils.service.ts	1093	topology-or-consumer	point-topology	const cylinders = sealedCylinderStructures(this.mechanismSrv.joints);	pending
src/app/services/grid-utils.service.ts	1094	topology-or-consumer	point-topology	const snapshot = snapshotOf(this.mechanismSrv.joints);	pending
src/app/services/grid-utils.service.ts	1163	topology-or-consumer	compound-material	link instanceof RealLink &&	pending
src/app/services/grid-utils.service.ts	1165	topology-or-consumer	point-topology	link.joints.some((joint) => plan.movedIds.has(joint.id))	pending
src/app/services/grid-utils.service.ts	1169	topology-or-consumer	point-topology	from: link.joints.slice(0, 2).map((joint) => ({ x: joint.x, y: joint.y })),	pending
src/app/services/grid-utils.service.ts	1172	topology-or-consumer	point-topology	this.mechanismSrv.joints.forEach((joint) => {	pending
src/app/services/grid-utils.service.ts	1206	topology-or-consumer	point-topology,compound-material	link instanceof RealLink && link.joints.some((joint) => movedIds.has(joint.id))	pending
src/app/services/grid-utils.service.ts	1210	topology-or-consumer	point-topology	from: link.joints.slice(0, 2).map((joint) => ({ x: joint.x, y: joint.y })),	pending
src/app/services/grid-utils.service.ts	1241	topology-or-consumer	point-topology	const [start, end] = link.joints;	pending
src/app/services/grid-utils.service.ts	1255	topology-or-consumer	point-topology	link.CoM = RealLink.determineCenterOfMass(link.joints);	pending
src/app/services/grid-utils.service.ts	1259	topology-or-consumer	compound-material	link.subset.forEach((sub) => {	pending
src/app/services/grid-utils.service.ts	1267	topology-or-consumer	point-topology	subLink.CoM = RealLink.determineCenterOfMass(subLink.joints);	pending
src/app/services/grid-utils.service.ts	1272	topology-or-consumer	point-topology	PositionSolver.setUpInitialJointLocations(link.joints);	pending
src/app/services/grid-utils.service.ts	1288	topology-or-consumer	compound-material	if (!(link instanceof RealLink)) return;	pending
src/app/services/grid-utils.service.ts	1293	topology-or-consumer	point-topology	PositionSolver.setUpInitialJointLocations(link.joints);	pending
src/app/services/grid-utils.service.ts	1322	topology-or-consumer	point-topology	for (const joint of link.joints) {	pending
src/app/services/grid-utils.service.ts	1323	topology-or-consumer	point-topology	if (!(joint instanceof RealJoint)) continue;	pending
src/app/services/grid-utils.service.ts	1362	topology-or-consumer	point-topology	if (lastRightClick instanceof Joint && lastRightClick instanceof RevJoint) {	pending
src/app/services/grid-utils.service.ts	1363	topology-or-consumer	point-topology	return lastRightClick.connectedJoints.some((j) => j instanceof PrisJoint);	pending
src/app/services/grid-utils.service.ts	1371	topology-or-consumer	point-topology	if (j instanceof PrisJoint) {	pending
src/app/services/grid-utils.service.ts	1379	topology-or-consumer	point-topology	if (!(joint instanceof RevJoint)) {	pending
src/app/services/grid-utils.service.ts	1382	topology-or-consumer	point-topology	return <Joint>joint.connectedJoints.find((j) => j instanceof PrisJoint);	pending
src/app/services/grid-utils.service.ts	1394	topology-or-consumer	point-topology	if (lastRightClick instanceof PrisJoint) {	pending
src/app/services/grid-utils.service.ts	1406	topology-or-consumer	point-topology	if (lastRightClick instanceof RevJoint) {	pending
src/app/services/grid-utils.service.ts	1409	topology-or-consumer	point-topology	this.saveTrace(lastRightClick instanceof RealJoint && lastRightClick.showCurve);	pending
src/app/services/grid-utils.service.ts	1431	topology-or-consumer	compound-material	if (!(link instanceof RealLink)) {	pending
src/app/services/grid-utils.service.ts	1434	topology-or-consumer	compound-material	return link.subset;	pending
src/app/services/grid-utils.service.ts	1453	topology-or-consumer	compound-material	clickedObj.subset.forEach((link) => {	pending
src/app/services/keyboard-shortcuts.service.ts	23	topology-or-consumer	shape-frame	| 'view.centerOfMass'	pending
src/app/services/keyboard-shortcuts.service.ts	190	topology-or-consumer	shape-frame	id: 'view.centerOfMass',	pending
src/app/services/mechanism.service.ts	311	topology-or-consumer	compound-material	if (link instanceof RealLink) link.reComputeDPath();	pending
src/app/services/mechanism.service.ts	318	topology-or-consumer	point-topology	this.joints = [];	pending
src/app/services/mechanism.service.ts	328	topology-or-consumer	point-topology	return this.joints.length > 0;	pending
src/app/services/mechanism.service.ts	332	topology-or-consumer	point-topology	return this.joints;	pending
src/app/services/mechanism.service.ts	388	topology-or-consumer	point-topology	return this.joints.length > MechanismService.SOLVE_IN_EDIT_UP_TO;	pending
src/app/services/mechanism.service.ts	399	topology-or-consumer	point-topology	if (this.joints.length <= MechanismService.SOLVE_IN_EDIT_UP_TO) return false;	pending
src/app/services/mechanism.service.ts	494	topology-or-consumer	compound-material	if (link instanceof RealLink) link.reComputeDPath();	pending
src/app/services/mechanism.service.ts	512	topology-or-consumer	point-topology	const partitioning = partitionMechanisms(this.joints, this.links, this.forces);	pending
src/app/services/mechanism.service.ts	561	topology-or-consumer	point-topology	partition.joints,	pending
src/app/services/mechanism.service.ts	636	topology-or-consumer	compound-material	(link) => (link instanceof RealLink || link instanceof SliderBlock) && Number(link.mass) > 0	pending
src/app/services/mechanism.service.ts	668	topology-or-consumer	point-topology	const joints = partition.joints.map((joint) => {	pending
src/app/services/mechanism.service.ts	669	topology-or-consumer	point-topology	const real = joint instanceof RealJoint ? joint : undefined;	pending
src/app/services/mechanism.service.ts	670	topology-or-consumer	point-topology	const slide = joint instanceof PrisJoint ? joint.angle_rad : '';	pending
src/app/services/mechanism.service.ts	672	topology-or-consumer	point-topology	const kind = joint instanceof PrisJoint ? 'P' : joint instanceof RevJoint ? 'R' : 'J';	pending
src/app/services/mechanism.service.ts	679	topology-or-consumer	compound-material	const body = link instanceof RealLink ? link : undefined;	pending
src/app/services/mechanism.service.ts	680	topology-or-consumer	point-topology	const pins = link.joints.map((joint) => joint.id).join('');	pending
src/app/services/mechanism.service.ts	681	topology-or-consumer	compound-material	const subset = body?.subset.map((part) => part.id).join('+') ?? '';	pending
src/app/services/mechanism.service.ts	684	topology-or-consumer	shape-frame	const inertia = `m${link.mass}I${body?.massMoI ?? ''}`;	pending
src/app/services/mechanism.service.ts	685	topology-or-consumer	compound-material	const kind = body ? 'L' : link instanceof SliderBlock ? 'S' : 'K';	pending
src/app/services/mechanism.service.ts	709	topology-or-consumer	point-topology	const driven = partition.ownJoints.find((j) => j instanceof RealJoint && j.input) as	pending
src/app/services/mechanism.service.ts	714	topology-or-consumer	point-topology	return driven instanceof PrisJoint ? signed * MODEL_SCALE : (signed * Math.PI) / 30;	pending
src/app/services/mechanism.service.ts	731	topology-or-consumer	point-topology	joint instanceof PrisJoint	pending
src/app/services/mechanism.service.ts	766	topology-or-consumer	point-topology	if (joint instanceof PrisJoint) {	pending
src/app/services/mechanism.service.ts	794	topology-or-consumer	point-topology	if (!(candidate instanceof RealJoint) || !candidate.input) return;	pending
src/app/services/mechanism.service.ts	872	topology-or-consumer	point-topology	? this.joints.filter((candidate) => this.indexOfMechanismContaining(candidate) === -1)	pending
src/app/services/mechanism.service.ts	876	topology-or-consumer	point-topology	if (candidate instanceof RealJoint && candidate.input && candidate.id !== joint.id) {	pending
src/app/services/mechanism.service.ts	916	topology-or-consumer	point-topology	this.links.forEach((link) => link.joints.forEach((joint) => attached.add(joint)));	pending
src/app/services/mechanism.service.ts	937	topology-or-consumer	point-topology	partition.joints.forEach(solved);	pending
src/app/services/mechanism.service.ts	951	topology-or-consumer	point-topology	this.joints.forEach(unassigned);	pending
src/app/services/mechanism.service.ts	994	topology-or-consumer	point-topology	partition.joints.some((joint) => joint.id === id) ||	pending
src/app/services/mechanism.service.ts	1046	topology-or-consumer	letter-identity	const lead = subject.charAt(0).toUpperCase() + subject.slice(1);	pending
src/app/services/mechanism.service.ts	1060	topology-or-consumer	point-topology	this.joints.find((joint) => joint.id === id) ??	pending
src/app/services/mechanism.service.ts	1106	topology-or-consumer	point-topology	if (!(joint instanceof RealJoint)) return false;	pending
src/app/services/mechanism.service.ts	1312	topology-or-consumer	point-topology	const authored = new Map(frames.joints[0].map((joint) => [joint.id, joint]));	pending
src/app/services/mechanism.service.ts	1313	topology-or-consumer	point-topology	for (let first = 0; first < link.joints.length; first++) {	pending
src/app/services/mechanism.service.ts	1314	topology-or-consumer	point-topology	for (let second = first + 1; second < link.joints.length; second++) {	pending
src/app/services/mechanism.service.ts	1315	topology-or-consumer	point-topology	const a = link.joints[first];	pending
src/app/services/mechanism.service.ts	1316	topology-or-consumer	point-topology	const b = link.joints[second];	pending
src/app/services/mechanism.service.ts	1362	topology-or-consumer	shape-frame	angle: force.angleRad + (force.local ? frames[index]!.angle : 0),	pending
src/app/services/mechanism.service.ts	1400	topology-or-consumer	point-topology	this.joints.forEach((joint) => {	pending
src/app/services/mechanism.service.ts	1409	topology-or-consumer	point-topology	if (joint instanceof PrisJoint && joint.driveSpeed !== 0) {	pending
src/app/services/mechanism.service.ts	1425	topology-or-consumer	compound-material	if (link instanceof RealLink) {	pending
src/app/services/mechanism.service.ts	1426	topology-or-consumer	shape-frame	link.massMoI *= inertiaScale;	pending
src/app/services/mechanism.service.ts	1433	topology-or-consumer	compound-material	link.subset.forEach(updateLink);	pending
src/app/services/mechanism.service.ts	1471	topology-or-consumer	compound-material	if (l instanceof SliderBlock) {	pending
src/app/services/mechanism.service.ts	1478	topology-or-consumer	shape-frame	case 'massMoI':	pending
src/app/services/mechanism.service.ts	1479	topology-or-consumer	shape-frame	return link.massMoI;	pending
src/app/services/mechanism.service.ts	1515	topology-or-consumer	point-topology	if (!solved || solved.joints.length === 0 || solved.joints[0].length === 0) {	pending
src/app/services/mechanism.service.ts	1532	topology-or-consumer	point-topology	if (solved.joints[0].some((candidate) => candidate.id === joint.id)) {	pending
src/app/services/mechanism.service.ts	1534	topology-or-consumer	point-topology	const sample = solved.joints[step].find((candidate) => candidate.id === joint.id)!;	pending
src/app/services/mechanism.service.ts	1538	topology-or-consumer	point-topology	for (let j_index = 1; j_index < solved.joints.length; j_index++) {	pending
src/app/services/mechanism.service.ts	1689	topology-or-consumer	point-topology	if (part instanceof RealJoint && this.groundedInPlace(part)) {	pending
src/app/services/mechanism.service.ts	1726	topology-or-consumer	point-topology	if (!(part instanceof RealJoint)) return false;	pending
src/app/services/mechanism.service.ts	1810	topology-or-consumer	point-topology	solved.joints.length,	pending
src/app/services/mechanism.service.ts	1820	topology-or-consumer	point-topology	return (index: number) => solved.joints[index]?.find((one) => one.id === part.id);	pending
src/app/services/mechanism.service.ts	1824	topology-or-consumer	compound-material	return link instanceof RealLink ? link.CoM : undefined;	pending
src/app/services/mechanism.service.ts	1862	topology-or-consumer	point-topology	solved.joints.forEach((frame) =>	pending
src/app/services/mechanism.service.ts	1922	topology-or-consumer	compound-material	const tail = part instanceof Joint ? part : part instanceof RealLink ? part.CoM : undefined;	pending
src/app/services/mechanism.service.ts	1931	topology-or-consumer	point-topology	this.joints.push(j);	pending
src/app/services/mechanism.service.ts	1970	topology-or-consumer	point-topology	first.connectedJoints.push(second);	pending
src/app/services/mechanism.service.ts	1971	topology-or-consumer	point-topology	second.connectedJoints.push(first);	pending
src/app/services/mechanism.service.ts	1989	topology-or-consumer	point-topology	if (this.joints.length === 0 && this.links.length === 0 && this.forces.length === 0) return;	pending
src/app/services/mechanism.service.ts	1990	topology-or-consumer	point-topology	[...this.joints].forEach((joint) => {	pending
